CompleteStoreName,FoodType,AverageRating,Reviewers,City
Da Paolo Pasta Bar,pasta,4.9,214,singapore
Xiang Ju Singapore,asian,5,88,singapore
Hazukido,bakery,4.9,15,singapore
Bak Bak Bak Chor Mee,chinese,4.5,8,singapore
Hao Lai Ke,chinese,4.9,461,singapore
Chan Ke Mei Shi,chinese,5,25,singapore
CJ Fried Chicken,chicken,5,85,singapore
Oriental Barbecue Restaurant,chinese,4.7,11,singapore
Asam Tree,indonesian,4.9,327,singapore
Savory Haven,singaporean,4.6,14,singapore
Indian Wok,fried rice,4.8,12,singapore
New Ubin Seafood,chinese,4.9,132,singapore
Indian Muslim Food,malaysian,4.7,305,singapore
Richie's Puff & Cafe,asian,4.9,346,singapore
Wunderfolks Handmade Tarts,asian,5,30,singapore
Sheng Seng Fried Prawn Noodle,noodles,4.7,237,singapore
Nenek Recipe,indonesian,4.9,928,singapore
Shahanas Cafe,beverages,5,7,singapore
Song Hua Jiang Restaurant,chinese,5,455,singapore
Manna Korean Restaurant,korean,4.8,164,singapore
Henri Charpentier,cakes,5,156,singapore
Pig Organ Soup,soups,4.5,71,singapore
Bulllock Cart Coffee,beverages,4.8,5,singapore
One2Eat Chicken Rice And Roasted Delights,chicken,4.8,221,singapore
The Crowded Bowl,healthy,5,495,singapore
Signature,indian,4.9,19,singapore
White Restaurant,asian,4.9,47,singapore
Oven & Fried Chicken,fried chicken,5,106,singapore
Churros Factory,dessert,5,36,singapore
123 Noodle,singaporean,4.9,170,singapore
West Coast Arifin Ali,asian,5,265,singapore
Kow Loon,chinese,4.9,765,singapore
98 Bistro,western,4.5,12,singapore
Ba Guo Grilled Fish,chinese,4.8,35,singapore
Chef Wang Fried Rice,fried rice,5,77,singapore
MAN XIANG LOR MEE,asian,4.9,91,singapore
Indian food cuisine,indian,4.8,37,singapore
Yu Ba Fang,chinese,5,612,singapore
HJH MAIMUNAH MINI,rice dishes,5,2968,singapore
Kohi Roastery & Coffee Bar,coffee,4.9,28,singapore
Dim Sum & Drinks,chinese,3.6,15,singapore
Shiok Hokkien Mee,asian,4.3,27,singapore
Fu Kang Ting Vegetarian,vegetarian,5,47,singapore
Mo Kebabs,mediterranean,4.9,196,singapore
,chinese,4.8,12,singapore
SRI UDHAYAN RESTAURANT,indian,4.6,22,singapore
Rizq,western,4.9,10,singapore
Japanese & Korean Food,japanese,4.8,7,singapore
Da Paolo Pizza Bar,pizza,4.9,22,singapore
Sz Tea House,tea,5,41,singapore
Hong Kong Stewed Soup Zhong Zai Fan,asian,5,58,singapore
Canadian Pizza,pizza,5,68,singapore
Green Monster Salads,salads,5,141,singapore
Aura Tea,beverages,4.9,110,singapore
PUTIEN MAMA,chinese,4.4,14,singapore
Gu Zao Ren Taiwan Porridge,chinese,4.5,25,singapore
Xiao Mei Pork Noodles,chinese,4.9,50,singapore
KING OF PAOFAN,chinese,4.9,396,singapore
KKNS Local Delights,indian,4.9,348,singapore
Pasta Play,italian,4.7,101,singapore
SnackAttack By Nur,asian,5,23,singapore
The Social Space,western,5,63,singapore
Jia Jia Le Zhu Du Ji,chinese,4.8,5,singapore
169 Japanese Teppanyaki,seafood,3.4,9,singapore
Chicken Palace,western,4.9,526,singapore
Chayo,thai,5,107,singapore
Rasa Rasa,chinese,5,2443,singapore
Jiak Mee,malaysian,5,48,singapore
Heng Nan Yang,singaporean,5,75,singapore
Kebab,middle eastern,5,23,singapore
Teochew Fish Porridge,seafood,5,29,singapore
Mr Biryani,indian,4.9,478,singapore
New Syed Cafe,japanese,4.6,18,singapore
Jia Xiang Mala Hotpot,mala xiang guo,4.7,11,singapore
Le Man Seafood Restaurant,asian,4.9,104,singapore
Ah Khoo Kopi Toast,coffee,5,29,singapore
The Beef House,indian,4.5,16,singapore
Wine Mansion,pizza,4.5,6,singapore
Bizlink Cafe,pasta,5,25,singapore
Wan Wan Thai Cafe,thai,4.9,21,singapore
Lok Lok x Bento,asian,5,6,singapore
Chirashi,rice dishes,4.8,80,singapore
Oven & Fried Chicken,fried chicken,5,208,singapore
Ashes Burnnit,burgers,5,200,singapore
Kaayaloram Kerala Restaurant,indian,4.8,187,singapore
Fatty Wanton Mee,chinese,3.9,78,singapore
99 K,japanese,5,15,singapore
Mr Eggs,singaporean,4.8,20,singapore
The Masala Point,indian,5,12,singapore
Foong Yi Congee,porridge,4.5,35,singapore
Van Leeuwen Ice Cream,dessert,2,8,singapore
Kiev Cuisine & Mala Xiang Guo,rice dishes,4.6,38,singapore
Ding Feng Teochew Fishball Noodle,noodles,4.6,36,singapore
Paradise Biryani,indian,4.8,308,singapore
Fast Soup,chinese,4.9,20,singapore
Tan's Noodle,chinese,4.8,50,singapore
Al,indian,5,1006,singapore
R&D Wanton Mee,noodles,5,230,singapore
Mamma Mia Trattoria E Caff,pasta,5,49,singapore
Saute Saranghae,vegetarian,4.9,127,singapore
Al Imran Indian Muslim Food,indian,4.8,16,singapore
MaFe Bento,rice dishes,4.8,77,singapore
Nge,indonesian,4.8,52,singapore
38 Bubble Tea & Waffle,beverages,4.7,14,singapore
Taste of Korea Jjin,korean,5,81,singapore
,chinese,4.9,33,singapore
Wu Bing Er Yu,snacks,4.9,76,singapore
Kiasu Beancurd and Waffles Singapore,dessert,5,33,singapore
Taste My Meat Western Grill,western,4.6,280,singapore
The Dabbawalla,indian,4.9,94,singapore
Makan Prata,asian,4.7,55,singapore
GOPIZZA,pizza,4.9,157,singapore
Sanook Kitchen,thai,5,338,singapore
Cult Sliders,burgers,4.7,70,singapore
The Curry Culture,indian,4.7,52,singapore
Al,indian,4.9,112,singapore
A,seafood,4.7,119,singapore
Anjana Kitchen,indian,3.8,10,singapore
Feast And Beast,indian,4.8,11,singapore
Tea Me Tea x Coucou Hotpot,bubble tea,5,99,singapore
Whampoa Keng Fish Head Steamboat Restaurant,chinese,4.9,26,singapore
2nd Best Noodle,asian,4.2,5,singapore
Vatos Urban Tacos,mexican,4.4,20,singapore
Chilis Pizza,american,4.9,28,singapore
Fairy Port,beverages,5,58,singapore
Halim's Sliced Fish Soup,seafood,5,546,singapore
Daily Green,vegetarian,4.9,39,singapore
Zhen Jie Prawn Noodle,soups,4.9,92,singapore
Uncle Penyet Nasi Lemak X Hungry Burger,indonesian,5,7,singapore
Mondo Mio Italian Restaurant & Wine Bar,pizza,5,15,singapore
87 Just Thai,thai,4.9,149,singapore
Shao,chinese,4.6,19,singapore
Makan Vegan Vegetarian,vegetarian,5,36,singapore
Bibigo Kitchen,korean,5,758,singapore
Teaholiaoz,american,5,136,singapore
Sichuan Chef,chinese,5,157,singapore
Kozen Sushi Bar & Restaurant,japanese,4.5,17,singapore
,chinese,4.9,50,singapore
Baan Kai Khon,thai,4.8,14,singapore
Jia Xiang Kitchen,chinese,4.9,307,singapore
M BBQ Wings & Satay,singaporean,5,5,singapore
Fu,cakes,4.9,404,singapore
Tai Heng,chinese,4.9,170,singapore
Al Mubin Food Court,malaysian,4.9,20,singapore
Indian Food By Zion Cafe,chicken,4.7,20,singapore
La Pasteleria Kitchen and Bar,mediterranean,4.9,54,singapore
KS Chicken,chicken,4.8,19,singapore
Daruma T Avenuern,asian,4.9,69,singapore
Saboten Express,japanese,5,26,singapore
Good day,dessert,4.9,183,singapore
Great Ocean BBQ & Fish Soup,chinese,4.9,70,singapore
Arnold's Fried Chicken,fried chicken,5,87,singapore
CHIPPY British Take Away,seafood,4.4,24,singapore
Ah Ma Chi Mian,noodles,5,492,singapore
Mr Tong Snail Rice Noodle,asian,4.9,34,singapore
Onkei Tonkatsu,japanese,5,349,singapore
Milkfish,soups,5,274,singapore
Yi Ji Fried Hokkien Prawn Mee,noodles,4.9,234,singapore
OLD SCHOOL WESTERN FOOD,chicken,5,166,singapore
Al Ameen,indian,4.9,841,singapore
Shun He Xiao Xiao Chu,asian,4.7,15,singapore
HONG LE KOREAN & JAP,korean,5,471,singapore
Tim Hortons,coffee,5,7,singapore
Hao Jia Ban Mian,chinese,4.5,24,singapore
Chicken Box,chicken,4.6,174,singapore
Grandma's Taste Ipoh Claypot,malaysian,4.8,556,singapore
KL Handmade Dim Sum,malaysian,4.5,8,singapore
Saute,vegetarian,5,36,singapore
Kin Dee Thai Food,thai,4.9,1141,singapore
Formosa Delights,chinese,4.9,134,singapore
Meimei Carrot Cake,singaporean,4.9,3800,singapore
Shake Shack,burgers,4.8,176,singapore
The Oven Lady,cakes,5,55,singapore
Shi Fu Ban Mian,chinese,4.8,247,singapore
Makan Makan Sindo,indonesian,3.8,17,singapore
Northeast Chinese Restaurant,chinese,5,39,singapore
Domino's Pizza,pizza,4.3,634,singapore
Island Cafe,curry,4.9,73,singapore
Krispy Kreme,dessert,5,593,singapore
AFURI,ramen,4.9,74,singapore
,asian,3.9,30,singapore
Tai Seng Fish Soup,soups,4.9,101,singapore
YELEMON,beverages,4.9,35,singapore
Washoku Goen,japanese,5,805,singapore
TANI,indian,4.6,159,singapore
Selesa Sedap Chicken Rice,asian,5,526,singapore
Kokoro Ramen,japanese,5,6,singapore
Konjiki Hototogisu,japanese,4.9,69,singapore
Xi Wang Bak Kut Teh,soups,4.9,146,singapore
Tong Sheng Bak Kut Teh,malaysian,4.9,791,singapore
KRAFT KITCHEN,american,4.9,185,singapore
Campur,asian,5,76,singapore
Tam Tam Viet Nam Bakery,vietnamese,5,94,singapore
EFG Islamic,indian,4.6,6,singapore
Jia Yan Seafood,chinese,5,44,singapore
Grains & Hops,beverages,4.1,12,singapore
An Acai Affair,dessert,5,489,singapore
Selesa Enak Chicken Rice,chicken rice,5,335,singapore
WOW Chicken Rice,chicken rice,5,2202,singapore
Friends Cafe,asian,4.9,163,singapore
Five Guys,burgers,4.9,1527,singapore
FLIPPER,dessert,4.9,7,singapore
75 Ah Balling Peanut Soup,chinese,4.9,169,singapore
,asian,4.9,33,singapore
Wanton Noodles,chinese,5,1653,singapore
Wareong Sedap Special,indonesian,4.9,146,singapore
NKS RESTAURANT,indian,4.9,1178,singapore
Sing Island Tze Char,chinese,3.8,156,singapore
Sampoorna Swadesi,indian,3.6,15,singapore
AlibabaR Hawker Bar,bakery,4.9,31,singapore
Josh's Grill,western,4.9,123,singapore
Uncle Steven Fried Rice,asian,3.1,6,singapore
Fu BBQ Seafood,seafood,5,21,singapore
Brew & Co,coffee,4.9,38,singapore
Ramen KIOU,ramen,4.9,83,singapore
Two Guys,malaysian,4.9,20,singapore
Hokkaido Ramen Santouka,japanese,4.8,85,singapore
Ai Ain Muslim Food,indian,4.9,6,singapore
907 Economic Bee Hoon Nasi Lemak,malaysian,4.9,257,singapore
Sum Dim Sum,dim sum ,4.9,327,singapore
Kao Ge Yu,chinese,5,180,singapore
Yong Xin Economic Bee Hoon,western,4.2,12,singapore
MS BBQ,filipino,5,30,singapore
Hummus & Tandoor,indian,2.8,234,singapore
Dip 'n' Go,chicken,5,1211,singapore
This Cafe,western,5,161,singapore
31 Prawn Noodle,asian,4.9,139,singapore
The Khanh Society,vietnamese,4.9,63,singapore
Tori Story By I Love Taimei,asian,4.9,192,singapore
Indulge,fried chicken,4.9,269,singapore
,chinese,4.9,49,singapore
Kimly Dim Sum,dim sum ,5,386,singapore
Pin Xiang Hunan Cuisine,mala xiang guo,4.9,55,singapore
Lei Cha loves Pao Fan,asian,5,17,singapore
King of Fried Rice,fried rice,4.9,188,singapore
Ah Hua's Kitchen,malaysian,4.9,1117,singapore
Tha Siam Authentic Thai Kitchen,thai,4.9,181,singapore
Uncle Leong Signatures,chinese,4.6,408,singapore
Chai O'Clock,indian,4.5,21,singapore
Milan Shokudo,japanese,4.8,19,singapore
Xiao Long Kan Hotpot,chinese,5,38,singapore
Fortune Food,asian,5,20,singapore
Tempura Fuji,asian,4.7,8,singapore
Kopi Bar,western,4,24,singapore
Kawan Bowl,asian,5,210,singapore
Twin Island Noodle,asian,4.9,24,singapore
Masak Extra,chicken,4.8,8,singapore
SIN HENG KEE PORRIDGE,porridge,4.9,501,singapore
Satay Obek,malaysian,4.4,8,singapore
Co,beverages,5,17,singapore
Bubble Bliss,bubble tea,5,15,singapore
MK Malay Food,indian,2.3,23,singapore
Qiu Lin Herbal Soup,asian,4.9,46,singapore
Yummy Rolls,korean,5,648,singapore
Paper Bag Thai Tea Express,thai,4.6,42,singapore
Group Therapy,western,5,50,singapore
A,seafood,4.9,537,singapore
OTOU,asian,4.9,338,singapore
Deen Muslim Food,roti prata,4.8,475,singapore
Jun Dongbei Sichuan Cuisine Jun,asian,4.7,8,singapore
A Hot Hideout,chinese,5,397,singapore
Zhen Neng Zhu La Mian & Xiao Long Bao,chinese,4.8,368,singapore
Poon Nah City Home Made Noodle,noodles,4.9,91,singapore
D'Rubinah Towner,indian,4.9,8,singapore
Dai,japanese,4.7,35,singapore
Tong Fong Fatt Hainanese Boneless Chicken Rice,chicken,4.8,185,singapore
Noraz Nasi Padang & Malay Delights,malaysian,4.3,8,singapore
Gu Xiang Ji,chinese,4.8,19,singapore
MAMA'S CORNER,indian,4.8,127,singapore
Texas Lone Star,western,5,348,singapore
Tsuta Japanese Dining,japanese,4.4,48,singapore
Shenton Way Golden Bridge Roasted Chicken Rice,chinese,2.8,5,singapore
Mei Wei Dessert,dessert,4.9,28,singapore
Wan Xing Mala Hot Pot,chinese,5,350,singapore
Zhong He Xiao Zhen,chinese,5,18,singapore
Hoe Nam Bak Kut Teh,chinese,4.2,19,singapore
Chico Loco Mexican Rotisserie & Bar,mexican,5,47,singapore
Tang Tavern,dessert,4.9,40,singapore
Yan Ji Seafood Soup,soups,4.9,34,singapore
Smile Martabak,indonesian,4.9,70,singapore
Taiwan Ichiban,chicken,4.8,62,singapore
The Only Burger,asian,5,201,singapore
Wicked Wings,fried chicken,4,5,singapore
Ah Po Hokkien Mee,fried rice,4.9,778,singapore
Fame By Dads Corner,asian,5,42,singapore
NamNam,vietnamese,4.8,42,singapore
Avocadoria,beverages,5,105,singapore
TAI ER,chinese,4.8,6,singapore
Oishii Corner,japanese,5,34,singapore
Bread Junction,bakery,5,381,singapore
Bakkar Turkisk Kebab,middle eastern,5,29,singapore
Wonderful La Mian Xiao Long Bao,chinese,5,204,singapore
Spring Roll Station,singaporean,4.7,7,singapore
Tianfu Pao Fan King,chinese,5,10,singapore
Hui Ji Tian Tian Lai,malaysian,4.9,843,singapore
Tandoori & Briyani Wala,indian,4.9,14,singapore
Banh Mi Saigon,vietnamese,5,182,singapore
Soup Dayz,chinese,4.9,410,singapore
Idaten Udon,noodles,4.9,162,singapore
Charr'd The Hawker,western,4.9,34,singapore
Ariff,indian,4.9,521,singapore
So Ramen,ramen,5,81,singapore
Little Sayang,pancakes and waffles,4.9,471,singapore
Li Yuan Mee Pok Japanese Fusion Mee Pok,noodles,5,274,singapore
Ichiban Boshi,sushi,5,43,singapore
Swee Choon Tim Sum,dim sum ,4.6,150,singapore
Baan KKY,thai,5,133,singapore
Simply Indiann,indian,4.9,60,singapore
Chef Meng's Poached Rice,rice dishes,5,417,singapore
Merci Marcel,western,4.8,15,singapore
Menbaka Kyoto Fire Ramen,japanese,5,11,singapore
TAAN IZA,japanese,4.9,156,singapore
Segar Restaurant,asian,5,345,singapore
Pizza Pasta Hub,pizza,4.1,8,singapore
HaveFun X Stick&Stones,malaysian,4.7,14,singapore
Tian Tian Cooked Foods,chinese,4.6,19,singapore
929 Desserts and Bites,dessert,5,69,singapore
Global Wanton Mee,asian,4.6,13,singapore
Ri Ji Porridge,porridge,4.7,12,singapore
Chimichanga,mexican,4.8,5,singapore
Hard Rock Cafe,western,5,109,singapore
Khon Thailand Food,thai,4.9,29,singapore
Crystal Jade GO,chinese,5,293,singapore
Fu Ying Sheng Kampong Chicken Rice,asian,5,7,singapore
Basheer Indian Kitchen,indian,4.9,328,singapore
Zoul,indonesian,5,183,singapore
Allauddin's Briyani,indian,4.9,201,singapore
Teppan Master,japanese,4.6,14,singapore
Mochi Mochi Cafe Bistro and Bar,japanese,5,35,singapore
KL Tai Pai Tong,chinese,4.8,216,singapore
Taste of Indonesia,indonesian,5,463,singapore
Milk & Honey Gelato,cakes,4.9,31,singapore
Sinaran Seafood Restaurant,singaporean,5,559,singapore
Teochew Fish Porridge,seafood,4.8,35,singapore
Xing Xing Herbal Soup,chinese,4.8,9,singapore
LaPasta,italian,4.9,656,singapore
Huang Kee Wuhan Beef Noodles,chinese,5,197,singapore
GOPIZZA,pizza,4.9,141,singapore
CURRY VILLAGE BANANA LEAF,indian,4.8,379,singapore
U and ME Tea,beverages,5,22,singapore
Shiok MaLa hot pot,chinese,4.9,3264,singapore
Sedap,nasi lemak,4.9,1645,singapore
Sufood,vegetarian,4.9,80,singapore
Just Greens Vegetarian,vegetarian,4.8,550,singapore
Cafe de Paris,dessert,5,87,singapore
Lao Huo Tang Restaurant,soups,4.9,764,singapore
Mei Heong Yuen Dessert,dessert,4.9,1156,singapore
Dino Cake House & Cafe,cakes,4.8,125,singapore
So Ramen,ramen,4.8,2178,singapore
Kanshoku Ramen,japanese,4.9,270,singapore
Kimly Zi Char,chinese,4.9,1868,singapore
Yanti Nasi Padang,indonesian,4.8,980,singapore
Singyi Seafood Garden,chinese,4.8,362,singapore
Swatow Seafood Restaurant,chinese,4.9,155,singapore
Salmon Samurai,seafood,4.9,2592,singapore
Bangkok Jam,thai,4.7,116,singapore
iSTEAKS,western,4.8,4310,singapore
Hi Tea,beverages,5,408,singapore
Time For Thai,thai,5,1943,singapore
Restaurant PeraMakan,singaporean,4.9,766,singapore
Old Street Bak Kut Teh,soups,4.9,3166,singapore
H,dessert,5,227,singapore
Dim Sum Haus,chinese,4.9,2698,singapore
Green On Earth,chinese,4.9,1466,singapore
13 Miles,chinese,5,5263,singapore
Mr,western,4.7,1970,singapore
SENS Dining,seafood,4.9,281,singapore
218 Centre Hokkien Mee,chinese,4.8,4535,singapore
Anglo Indian Cafe & Bar,indian,4.7,103,singapore
Rocky Master,western,5,396,singapore
Shiv Sagar,indian,4.8,446,singapore
Yi Dian Xin Hong Kong Dim Sum,dim sum ,4.9,1348,singapore
Macpherson Cafe Corner,indian,4.7,8,singapore
Daawat Tandoori Restaurant,indian,4.9,1304,singapore
Hong Kong Cha Kee,thai,4.9,700,singapore
Rasa Istimewa,singaporean,5,1808,singapore
Al Thohirah Restaurant,fried rice,4.9,2391,singapore
Chi You Lai Chicken Rice & Roasted Delights,rice dishes,4.9,32,singapore
LAI JIN CAI PAU DIM SUM,chinese,4.5,15,singapore
Lilly Norhana Vietnamese Muslim Cuisine,noodles,5,298,singapore
JIA JIA VEGETARIAN,vegetarian,4.7,67,singapore
Pezzo Pizza,pizza,5,2052,singapore
Simon Road Fried Hokkien Mee,noodles,4.9,1855,singapore
Tea House by Soup Restaurant,chinese,4.9,1186,singapore
PS,western,5,97,singapore
Xin Wang Hong Kong Cafe,chinese,4.9,878,singapore
Yummy Punjaby,singaporean,4.8,1099,singapore
Minora Cuisine,indian,4.5,265,singapore
Greenview Cafe,singaporean,5,488,singapore
Olie,sushi,4.9,1983,singapore
Zhe Bian Lai Chinese Restaurant,chinese,4.7,309,singapore
Gyudon,japanese,4.4,31,singapore
He Niu Teppanyaki,asian,5,143,singapore
D'Laksa,noodles,5,2650,singapore
Lao Beijing,chinese,4.9,287,singapore
Zion Cafeteria,chinese,5,1528,singapore
The Noodle People,chinese,4.9,425,singapore
Tonkichi,rice dishes,4.8,419,singapore
Imperial Treasure Cantonese Cuisine,chinese,3.7,217,singapore
Pizza Hut,pizza,4.9,1905,singapore
Koon Bak Kut Teh,soups,4.9,1826,singapore
gomgom,sandwiches,5,323,singapore
Omar Shariff,indian,4.5,4399,singapore
Boost Juice Bars,beverages,5,3763,singapore
Malthouse,pizza,4.8,341,singapore
Jj Sarawak Noodle,noodles,4.9,833,singapore
Han's,asian,4.6,5053,singapore
The Roti Prata House,indian,4.9,3966,singapore
Vanabhojanam,rice dishes,4.6,696,singapore
Greenland Vegetarian Restaurant,vegetarian,4.9,787,singapore
Botanica,beverages,3.7,54,singapore
Tonkotsu Kazan Ramen,japanese,4.9,1141,singapore
Jian Fa Seafood BBQ,seafood,4.9,2439,singapore
Ah Ma Lor Mee,noodles,4.9,2235,singapore
Seoul Good Dessert And Coffee,chicken wings,4.7,461,singapore
Crystal Jade GO,chinese,5,4754,singapore
Lee'S Taiwanese,chinese,4.7,591,singapore
Pizza D'France,pizza,4.4,385,singapore
Thaiexpress,thai,4.8,601,singapore
Labula Mala Hotpot,mala xiang guo,4.9,3758,singapore
Penang Heritage,malaysian,5,289,singapore
Ping Yuan Ban Mian,chinese,4,5,singapore
PizzaExpress,pizza,4.7,865,singapore
Kelly Jie Seafood,seafood,4.8,196,singapore
The Grumpy Bear,western,4.9,403,singapore
Bombay Dining,indian,4.9,1012,singapore
Holland Bar L'Operetta,pizza,4.6,274,singapore
Original Sin,mediterranean,3.8,179,singapore
Tong Garden Seafood,seafood,4.9,2480,singapore
Dunkin Donuts,dessert,5,1315,singapore
Ice Lab,dessert,5,90,singapore
IndoChili,indonesian,5,1087,singapore
Shiok Cup,beverages,5,1491,singapore
Yellow Gourmet Omurice Cafe,japanese,4.8,96,singapore
Noodle House,noodles,4.8,1746,singapore
G7 Sin Ma Live Seafood & Frog Porridge,porridge,4.8,681,singapore
Butternut,pizza,5,741,singapore
Monster Planet,chicken,5,2421,singapore
Fragrant Wok,chinese,4.9,4231,singapore
Khan Saab Restaurant,indian,5,1739,singapore
Wildseed Cafe,pizza,4.3,57,singapore
Kooks Creamery,dessert,5,127,singapore
Asli Village,thai,5,938,singapore
Pepper Lunch,rice dishes,4.9,3470,singapore
Thus Coffee,western,5,552,singapore
Like Pudding,dessert,5,2304,singapore
Al Jemi Restaurant,indian,4.5,1177,singapore
Pow Sing Kitchen,rice dishes,4.9,3533,singapore
DonBaasha Restaurant,roti prata,4.9,1481,singapore
Pepper Castle,indian,5,1410,singapore
Poke Theory,rice dishes,5,1077,singapore
KFC,fried chicken,4.9,4930,singapore
Hong Kong Street Old Chun Kee,noodles,4.9,664,singapore
Celine's Gelato,dessert,4.9,19,singapore
Black Society Restaurant,chinese,4.9,173,singapore
Gin Khao,thai,4.6,145,singapore
XiMenJie,chinese,4.9,2996,singapore
Fusion Spoon,singaporean,4.5,273,singapore
Macpherson BBQ Seafood,chinese,4.8,611,singapore
